Gene ID	Root 1 hr log2FoldChange	padj
GSBRNA2T00069520001	-2.520830009	0.004751501
GSBRNA2T00021292001	-2.521499445	0.010635582
GSBRNA2T00019605001	-2.522367358	0.000297679
GSBRNA2T00115811001	-2.52267213	0.010386087
GSBRNA2T00041147001	-2.523599487	3.51E-05
GSBRNA2T00132322001	-2.524354632	0.00017704
GSBRNA2T00126866001	-2.52805103	0.01202729
GSBRNA2T00059632001	-2.528345213	6.73E-10
GSBRNA2T00154564001	-2.529186304	0.000547736
GSBRNA2T00122100001	-2.531592167	0.036638671
GSBRNA2T00149334001	-2.531633422	0.027907796
GSBRNA2T00044812001	-2.533576646	0.038411706
GSBRNA2T00138937001	-2.534532243	0.000961894
GSBRNA2T00116798001	-2.536106994	0.019780156
GSBRNA2T00086003001	-2.537107236	2.69E-06
GSBRNA2T00078072001	-2.537353236	0.002746702
GSBRNA2T00090643001	-2.537512643	0.049011718
GSBRNA2T00021751001	-2.538630069	9.79E-06
GSBRNA2T00123713001	-2.538800637	0.025516404
GSBRNA2T00048986001	-2.542194675	0.003390697
GSBRNA2T00130897001	-2.543527553	2.14E-08
GSBRNA2T00000750001	-2.544249136	0.006098467
GSBRNA2T00076836001	-2.544922286	0.004429736
GSBRNA2T00128117001	-2.546137531	0.000118825
GSBRNA2T00140779001	-2.546147356	0.00097204
GSBRNA2T00040172001	-2.54799707	9.51E-05
GSBRNA2T00049506001	-2.54934135	0.000581906
GSBRNA2T00063139001	-2.550150894	2.36E-05
GSBRNA2T00153540001	-2.55198455	0.002106758
GSBRNA2T00123258001	-2.553995116	7.10E-05
GSBRNA2T00058501001	-2.555276846	0.054921878
GSBRNA2T00089724001	-2.556050862	0.029725324
GSBRNA2T00096708001	-2.556245708	0.02613136
GSBRNA2T00067423001	-2.557804692	2.82E-05
GSBRNA2T00032502001	-2.559684643	0.0015542
GSBRNA2T00132533001	-2.564716108	0.00011577
GSBRNA2T00120471001	-2.565693802	0.010386087
GSBRNA2T00137925001	-2.566099639	0.019573783
GSBRNA2T00039664001	-2.566378485	0.019869598
GSBRNA2T00037316001	-2.56781515	0.000114388
GSBRNA2T00048557001	-2.56790622	1.31E-08
GSBRNA2T00073197001	-2.567974703	2.42E-05
GSBRNA2T00069468001	-2.568097252	0.000241474
GSBRNA2T00015724001	-2.570293082	0.032456445
GSBRNA2T00103354001	-2.570991362	0.001575899
GSBRNA2T00151596001	-2.571341418	0.004267495
GSBRNA2T00130607001	-2.571884493	0.00124294
GSBRNA2T00091710001	-2.574414768	2.36E-06
GSBRNA2T00086280001	-2.575617886	7.46E-05
GSBRNA2T00050720001	-2.57658189	0.011661657
GSBRNA2T00087589001	-2.578486792	0.001406693
GSBRNA2T00095251001	-2.579843811	4.37E-05
GSBRNA2T00089240001	-2.58171226	0.0149689
GSBRNA2T00019212001	-2.582304099	0.018162167
GSBRNA2T00124800001	-2.584075549	0.023292705
GSBRNA2T00053675001	-2.58491617	0.00151642
GSBRNA2T00017146001	-2.58562151	3.39E-05
GSBRNA2T00102296001	-2.586731039	0.018399111
GSBRNA2T00113613001	-2.587352553	0.001846738
GSBRNA2T00031707001	-2.587357137	0.001152424
GSBRNA2T00092007001	-2.587947143	5.86E-06
GSBRNA2T00062279001	-2.588519414	0.023314046
GSBRNA2T00073908001	-2.590984486	0.003374735
GSBRNA2T00103852001	-2.591871137	0.013420708
GSBRNA2T00073279001	-2.592650588	0.003035086
GSBRNA2T00117316001	-2.592847877	0.039773535
GSBRNA2T00019379001	-2.593029102	0.0050597
GSBRNA2T00095843001	-2.594234266	0.014389337
GSBRNA2T00056349001	-2.595264394	0.014229435
GSBRNA2T00101859001	-2.595493853	0.011334824
GSBRNA2T00149290001	-2.596578194	0.008781391
GSBRNA2T00013585001	-2.600018724	0.00230723
GSBRNA2T00102020001	-2.60030545	0.001283129
GSBRNA2T00124554001	-2.600583326	0.000363553
GSBRNA2T00123186001	-2.600912305	0.00458758
GSBRNA2T00000271001	-2.602167255	0.009350123
GSBRNA2T00085169001	-2.603786675	9.78E-06
GSBRNA2T00131381001	-2.605887508	0.029510734
GSBRNA2T00151099001	-2.610060383	0.006820524
GSBRNA2T00016746001	-2.615414675	0.016971432
GSBRNA2T00076479001	-2.615990134	8.49E-06
GSBRNA2T00146063001	-2.617000108	5.31E-06
GSBRNA2T00002639001	-2.618451821	6.42E-06
GSBRNA2T00007057001	-2.618577342	0.003624013
GSBRNA2T00018282001	-2.618889514	0.003118267
GSBRNA2T00103691001	-2.61948447	9.82E-14
GSBRNA2T00148711001	-2.61952423	0.013906181
GSBRNA2T00030116001	-2.621331271	0.000397398
GSBRNA2T00113009001	-2.622011442	0.002007156
GSBRNA2T00105728001	-2.624722008	0.00558737
GSBRNA2T00001127001	-2.625422559	0.007215931
GSBRNA2T00131667001	-2.625928568	1.50E-08
GSBRNA2T00088347001	-2.626106716	0.011901228
GSBRNA2T00092232001	-2.627150551	0.013885454
GSBRNA2T00027008001	-2.62743164	1.60E-09
GSBRNA2T00091999001	-2.628686665	7.97E-05
GSBRNA2T00092332001	-2.629105113	0.006363072
GSBRNA2T00099105001	-2.629203381	0.000144453
GSBRNA2T00056084001	-2.629226858	0.000263932
GSBRNA2T00126790001	-2.629559533	0.00034711
GSBRNA2T00004139001	-2.629863385	0.006726607
GSBRNA2T00079244001	-2.629965615	0.000363486
GSBRNA2T00138526001	-2.629983585	0.036992618
GSBRNA2T00079299001	-2.632277425	0.000806947
GSBRNA2T00030752001	-2.634289413	0.013100244
GSBRNA2T00127196001	-2.634814557	0.007215355
GSBRNA2T00008859001	-2.634862049	0.004588003
GSBRNA2T00008481001	-2.63501654	0.017716412
GSBRNA2T00080823001	-2.636167933	0.001410251
GSBRNA2T00054270001	-2.636511636	0.016395907
GSBRNA2T00064663001	-2.636718321	0.00250746
GSBRNA2T00009175001	-2.638855847	0.046214606
GSBRNA2T00004012001	-2.642058261	2.05E-07
GSBRNA2T00001128001	-2.642907445	5.84E-05
GSBRNA2T00102092001	-2.643278996	0.000223319
GSBRNA2T00074562001	-2.645753795	7.74E-05
GSBRNA2T00015262001	-2.646376525	0.009887447
GSBRNA2T00109314001	-2.650493902	0.034466186
GSBRNA2T00038023001	-2.650544458	0.008569331
GSBRNA2T00139572001	-2.651316021	0.017388824
GSBRNA2T00151448001	-2.651418676	0.000999105
GSBRNA2T00123751001	-2.65172755	0.00444432
GSBRNA2T00015634001	-2.652887981	0.013303215
GSBRNA2T00070766001	-2.653180262	0.00010325
GSBRNA2T00134676001	-2.653577481	0.013586957
GSBRNA2T00056413001	-2.654052686	5.12E-07
GSBRNA2T00099049001	-2.654298764	0.024763998
GSBRNA2T00078155001	-2.654926226	0.035006732
GSBRNA2T00157892001	-2.655106421	9.12E-05
GSBRNA2T00012952001	-2.657186321	0.018162167
GSBRNA2T00099076001	-2.657383475	0.000679173
GSBRNA2T00019111001	-2.658810811	0.046790932
GSBRNA2T00133672001	-2.659194797	2.94E-08
GSBRNA2T00011498001	-2.66079436	0.051354853
GSBRNA2T00130251001	-2.66096912	0.003314701
GSBRNA2T00046687001	-2.662617498	0.000107949
GSBRNA2T00021548001	-2.665899639	0.000341102
GSBRNA2T00129981001	-2.666232928	0.001931964
GSBRNA2T00003541001	-2.666564719	9.40E-05
GSBRNA2T00149291001	-2.666625187	0.007337111
GSBRNA2T00081903001	-2.666803704	7.98E-06
GSBRNA2T00091073001	-2.668535279	0.015546979
GSBRNA2T00085928001	-2.672557565	0.02094073
GSBRNA2T00006004001	-2.67282563	0.012163835
GSBRNA2T00143517001	-2.673556646	2.45E-07
GSBRNA2T00124600001	-2.677061126	0.00105713
GSBRNA2T00152625001	-2.677791628	4.22E-11
GSBRNA2T00035826001	-2.677915383	0.021673275
GSBRNA2T00006571001	-2.678698392	0.002554682
GSBRNA2T00121872001	-2.681101736	0.011521504
GSBRNA2T00065297001	-2.681106383	0.047643546
GSBRNA2T00113869001	-2.681917997	0.000314173
GSBRNA2T00145717001	-2.685242845	0.002730599
GSBRNA2T00028984001	-2.686483378	0.000337341
GSBRNA2T00143715001	-2.687085627	0.001412304
GSBRNA2T00037736001	-2.687090737	0.000110564
GSBRNA2T00126920001	-2.68710852	0.00244649
GSBRNA2T00036156001	-2.690424085	0.040487812
GSBRNA2T00069015001	-2.691135752	4.27E-10
GSBRNA2T00016844001	-2.692390857	0.001287109
GSBRNA2T00015196001	-2.692485963	3.48E-12
GSBRNA2T00127661001	-2.692662737	0.048404513
GSBRNA2T00074907001	-2.692822601	0.018782375
GSBRNA2T00072586001	-2.693061951	0.000415086
GSBRNA2T00089010001	-2.695751087	0.024148545
GSBRNA2T00035470001	-2.696315262	0.000273954
GSBRNA2T00090215001	-2.696548811	0.01344852
GSBRNA2T00127166001	-2.696624664	1.29E-05
GSBRNA2T00068525001	-2.696921264	0.007961196
GSBRNA2T00080201001	-2.697575304	0.004725305
GSBRNA2T00010439001	-2.698455853	0.024694048
GSBRNA2T00144172001	-2.698729445	0.02215345
GSBRNA2T00070475001	-2.698817587	0.000276461
GSBRNA2T00145531001	-2.702022897	7.24E-09
GSBRNA2T00019610001	-2.702847966	0.005720483
GSBRNA2T00157111001	-2.704317298	0.046890251
GSBRNA2T00013485001	-2.705226422	0.004928331
GSBRNA2T00060812001	-2.708194477	0.007637934
GSBRNA2T00120870001	-2.709971466	0.003221862
GSBRNA2T00094640001	-2.7104832	0.021482302
GSBRNA2T00115115001	-2.712913631	0.001444994
GSBRNA2T00007450001	-2.71312566	8.84E-09
GSBRNA2T00121633001	-2.713500032	0.009902661
GSBRNA2T00123531001	-2.713975211	0.000175006
GSBRNA2T00153918001	-2.714309378	0.002545997
GSBRNA2T00027419001	-2.717796252	0.00185119
GSBRNA2T00106030001	-2.718798479	4.22E-09
GSBRNA2T00067337001	-2.719035329	0.000749556
GSBRNA2T00150515001	-2.719118161	7.32E-07
GSBRNA2T00039312001	-2.719734898	0.006385079
GSBRNA2T00069014001	-2.720674827	0.023839703
GSBRNA2T00007837001	-2.721597603	3.30E-05
GSBRNA2T00012599001	-2.72599244	0.000188281
GSBRNA2T00075569001	-2.726840282	0.03897696
GSBRNA2T00078161001	-2.72792328	0.011952008
GSBRNA2T00155436001	-2.729085635	7.01E-10
GSBRNA2T00154553001	-2.729168498	1.63E-05
GSBRNA2T00093575001	-2.729621357	0.001278153
GSBRNA2T00070639001	-2.730313083	0.000146656
GSBRNA2T00114711001	-2.730431704	0.010259457
GSBRNA2T00033598001	-2.731080589	0.024213191
GSBRNA2T00154563001	-2.732674665	0.000291142
GSBRNA2T00137499001	-2.733149286	0.010936716
GSBRNA2T00123018001	-2.73332744	5.05E-08
GSBRNA2T00076803001	-2.735314921	0.002207946
GSBRNA2T00068779001	-2.736634775	0.014123527
GSBRNA2T00086135001	-2.736735364	0.011821859
GSBRNA2T00151594001	-2.739227393	0.012557317
GSBRNA2T00014430001	-2.740326214	0.003302398
GSBRNA2T00080593001	-2.740334965	0.015144403
GSBRNA2T00119518001	-2.74122162	0.006701712
GSBRNA2T00126884001	-2.74191042	0.030105739
GSBRNA2T00068685001	-2.744026362	2.97E-08
GSBRNA2T00154738001	-2.744052968	0.031950575
GSBRNA2T00136861001	-2.744847496	0.005720483
GSBRNA2T00046062001	-2.744850139	0.022557919
GSBRNA2T00083906001	-2.74509671	0.033400895
GSBRNA2T00135603001	-2.746713377	0.000293971
GSBRNA2T00114458001	-2.746754941	0.002016803
GSBRNA2T00048267001	-2.747331909	0.020779998
GSBRNA2T00039991001	-2.749367964	0.05496448
GSBRNA2T00114249001	-2.750823641	0.01368517
GSBRNA2T00141918001	-2.751108612	6.45E-06
GSBRNA2T00139534001	-2.752342389	5.70E-07
GSBRNA2T00072014001	-2.752669567	0.054049579
GSBRNA2T00138750001	-2.752693587	0.002702419
GSBRNA2T00133456001	-2.75754445	5.18E-09
GSBRNA2T00097374001	-2.759717521	3.51E-09
GSBRNA2T00116651001	-2.765744447	0.015196429
GSBRNA2T00058140001	-2.769560953	7.53E-05
GSBRNA2T00069243001	-2.770565156	0.007531698
GSBRNA2T00093274001	-2.771661426	0.007274921
GSBRNA2T00075849001	-2.772239278	4.05E-06
GSBRNA2T00154175001	-2.772859341	0.037188811
GSBRNA2T00018506001	-2.774416854	0.000861383
GSBRNA2T00106160001	-2.776064104	2.47E-06
GSBRNA2T00004597001	-2.776261982	0.000790102
GSBRNA2T00077980001	-2.777489507	0.003699197
GSBRNA2T00024268001	-2.777696029	0.024898704
GSBRNA2T00006803001	-2.778374831	0.005416975
GSBRNA2T00015259001	-2.779867123	0.034684948
GSBRNA2T00031815001	-2.78135829	0.035624276
GSBRNA2T00093203001	-2.781874533	0.008434028
GSBRNA2T00137348001	-2.782609463	8.68E-07
GSBRNA2T00125738001	-2.783366619	0.000183774
GSBRNA2T00022150001	-2.784254552	0.000580252
GSBRNA2T00037141001	-2.786491051	0.004222139
GSBRNA2T00116782001	-2.788371934	0.000114321
GSBRNA2T00103901001	-2.7896244	1.19E-06
GSBRNA2T00030867001	-2.7897397	5.34E-08
GSBRNA2T00129934001	-2.79054623	5.36E-06
GSBRNA2T00150977001	-2.792513599	0.005744672
GSBRNA2T00116521001	-2.795851037	0.00073262
GSBRNA2T00139360001	-2.796557562	9.46E-09
GSBRNA2T00023567001	-2.798316489	0.000971667
GSBRNA2T00032967001	-2.802001537	0.038937356
GSBRNA2T00148316001	-2.803147334	0.011867451
GSBRNA2T00015813001	-2.803648309	0.000165517
GSBRNA2T00124849001	-2.804008087	0.006247842
GSBRNA2T00006808001	-2.806560648	0.004691652
GSBRNA2T00082393001	-2.807227376	0.000280368
GSBRNA2T00009889001	-2.808120373	1.87E-05
GSBRNA2T00089850001	-2.809008198	0.004794007
GSBRNA2T00106906001	-2.809528581	5.20E-06
GSBRNA2T00036530001	-2.810342384	0.003198147
GSBRNA2T00138629001	-2.814019825	0.052018761
GSBRNA2T00089638001	-2.814907326	2.36E-05
GSBRNA2T00018415001	-2.81543064	0.00244233
GSBRNA2T00017367001	-2.816574052	2.68E-07
GSBRNA2T00059458001	-2.817215874	0.020055229
GSBRNA2T00151868001	-2.817479857	0.008577035
GSBRNA2T00050925001	-2.818712503	0.015708887
GSBRNA2T00134467001	-2.821288039	0.028673641
GSBRNA2T00031283001	-2.82142439	0.007102885
GSBRNA2T00013646001	-2.823253299	0.017716412
GSBRNA2T00085959001	-2.823495294	0.044168277
GSBRNA2T00039248001	-2.829601515	0.002142767
GSBRNA2T00031734001	-2.834558881	0.002608483
GSBRNA2T00086067001	-2.835017976	0.000131319
GSBRNA2T00048908001	-2.836854142	0.000442943
GSBRNA2T00129251001	-2.837261454	0.017119756
GSBRNA2T00091929001	-2.837794887	7.67E-05
GSBRNA2T00067011001	-2.837815862	0.000131803
GSBRNA2T00109705001	-2.840849075	0.003726204
GSBRNA2T00070188001	-2.841465448	0.006504476
GSBRNA2T00031830001	-2.845506313	0.003388732
GSBRNA2T00044623001	-2.846554172	0.028568305
GSBRNA2T00051749001	-2.84699566	0.050570592
GSBRNA2T00002363001	-2.84883856	0.030431032
GSBRNA2T00006228001	-2.849820622	0.000209667
GSBRNA2T00035007001	-2.852125301	0.002097829
GSBRNA2T00100603001	-2.852689918	0.011734053
GSBRNA2T00141444001	-2.854820129	0.045397531
GSBRNA2T00008577001	-2.860063095	0.038110177
GSBRNA2T00089042001	-2.861013392	0.000327746
GSBRNA2T00146567001	-2.861405632	0.036089187
GSBRNA2T00129611001	-2.862051468	0.047026724
GSBRNA2T00153585001	-2.863146434	0.052979515
GSBRNA2T00056336001	-2.863673679	0.013410909
GSBRNA2T00055488001	-2.86419039	1.12E-06
GSBRNA2T00025284001	-2.867990641	6.47E-05
GSBRNA2T00113138001	-2.868579142	5.15E-05
GSBRNA2T00145857001	-2.86946195	6.85E-09
GSBRNA2T00122134001	-2.870852397	0.000753338
GSBRNA2T00148976001	-2.871119676	0.002843677
GSBRNA2T00122007001	-2.871124827	0.052792397
GSBRNA2T00022275001	-2.873841054	0.005785606
GSBRNA2T00073966001	-2.873948574	0.00015033
GSBRNA2T00089484001	-2.880105986	0.03912747
GSBRNA2T00099243001	-2.882693369	0.043511746
GSBRNA2T00151182001	-2.885333591	9.04E-09
GSBRNA2T00101393001	-2.885535993	0.003793514
GSBRNA2T00084398001	-2.885894518	0.006532388
GSBRNA2T00015280001	-2.886098124	0.013503184
GSBRNA2T00097557001	-2.88618604	0.033652878
GSBRNA2T00032914001	-2.887517679	0.000961946
GSBRNA2T00079924001	-2.888063968	0.035952924
GSBRNA2T00082082001	-2.889341759	0.030421814
GSBRNA2T00149343001	-2.893904313	2.04E-06
GSBRNA2T00028150001	-2.894596271	0.001104345
GSBRNA2T00039891001	-2.895419622	1.34E-05
GSBRNA2T00022020001	-2.896300848	0.002362832
GSBRNA2T00121854001	-2.896561157	0.011987874
GSBRNA2T00035112001	-2.89858483	0.000712546
GSBRNA2T00143459001	-2.899374321	1.63E-07
GSBRNA2T00069011001	-2.900050137	7.47E-06
GSBRNA2T00049435001	-2.902002442	0.001101335
GSBRNA2T00131880001	-2.902967209	0.001145571
GSBRNA2T00077725001	-2.906478249	0.003071507
GSBRNA2T00031457001	-2.910432618	0.002902462
GSBRNA2T00150993001	-2.910561594	0.002093486
GSBRNA2T00094638001	-2.910785729	2.39E-06
GSBRNA2T00046218001	-2.911207482	0.025967034
GSBRNA2T00101739001	-2.912113331	4.41E-08
GSBRNA2T00007564001	-2.913060513	0.002164356
GSBRNA2T00019931001	-2.914506127	3.79E-07
GSBRNA2T00117904001	-2.916009961	0.027841741
GSBRNA2T00060234001	-2.917158009	3.14E-09
GSBRNA2T00075128001	-2.917883775	5.66E-07
GSBRNA2T00144617001	-2.920502314	0.00869535
GSBRNA2T00106122001	-2.924506124	0.003374282
GSBRNA2T00087322001	-2.926073931	4.48E-06
GSBRNA2T00128560001	-2.926544875	0.000505381
GSBRNA2T00103965001	-2.927068088	2.19E-10
GSBRNA2T00149601001	-2.927714343	0.000849791
GSBRNA2T00149074001	-2.929209031	0.003996821
GSBRNA2T00124398001	-2.929654047	0.000460277
GSBRNA2T00137315001	-2.934156965	0.002000321
GSBRNA2T00027102001	-2.934386912	0.008330616
GSBRNA2T00109176001	-2.934557078	7.17E-09
GSBRNA2T00090368001	-2.935514613	3.92E-13
GSBRNA2T00138155001	-2.936774425	0.003772948
GSBRNA2T00143566001	-2.937143101	0.003644907
GSBRNA2T00139822001	-2.938616542	6.97E-07
GSBRNA2T00136092001	-2.9386915	1.13E-09
GSBRNA2T00042560001	-2.939337655	0.038314515
GSBRNA2T00145122001	-2.940808641	2.89E-05
GSBRNA2T00107138001	-2.943666269	1.36E-15
GSBRNA2T00143227001	-2.94399522	0.027386285
GSBRNA2T00106953001	-2.945611077	0.012865278
GSBRNA2T00067012001	-2.953765284	0.012224695
GSBRNA2T00146600001	-2.95590212	0.010331748
GSBRNA2T00119862001	-2.957006438	0.002861413
GSBRNA2T00060660001	-2.963044531	0.038043686
GSBRNA2T00156808001	-2.969117153	0.002145784
GSBRNA2T00078057001	-2.970254246	2.88E-17
GSBRNA2T00033979001	-2.970513578	0.0144306
GSBRNA2T00045678001	-2.973677335	0.036089187
GSBRNA2T00003867001	-2.975216754	0.047003191
GSBRNA2T00087932001	-2.975984433	0.010786912
GSBRNA2T00089898001	-2.976407729	6.56E-06
GSBRNA2T00156807001	-2.977011248	5.73E-05
GSBRNA2T00019272001	-2.978026942	0.003676836
GSBRNA2T00122238001	-2.98184064	0.00021062
GSBRNA2T00141369001	-2.982457995	2.51E-08
GSBRNA2T00071093001	-2.983399117	5.66E-09
GSBRNA2T00151689001	-2.985052093	0.016308324
GSBRNA2T00070974001	-2.985253297	3.56E-11
GSBRNA2T00054122001	-2.985296259	0.0144306
GSBRNA2T00081678001	-2.985838051	1.74E-05
GSBRNA2T00101026001	-2.989745581	2.91E-05
GSBRNA2T00051875001	-2.992918915	8.32E-06
GSBRNA2T00134465001	-2.992996384	1.59E-08
GSBRNA2T00148923001	-2.993150176	0.001849883
GSBRNA2T00123020001	-2.993371445	2.88E-05
GSBRNA2T00124470001	-2.994040862	0.002478263
GSBRNA2T00049098001	-2.994329058	0.040435999
GSBRNA2T00134250001	-2.995352534	0.001911294
GSBRNA2T00011687001	-2.995771652	0.000626481
GSBRNA2T00019358001	-2.997729758	0.001494017
GSBRNA2T00131128001	-2.998562241	6.81E-06
GSBRNA2T00003127001	-2.999859247	0.000422651
GSBRNA2T00123992001	-3.000731658	0.003701371
GSBRNA2T00154010001	-3.000982275	0.002620541
GSBRNA2T00025095001	-3.008503607	5.65E-07
GSBRNA2T00052557001	-3.009726861	0.001065207
GSBRNA2T00028058001	-3.010285873	0.006315425
GSBRNA2T00125583001	-3.013426299	0.001308436
GSBRNA2T00099251001	-3.013714522	0.000399196
GSBRNA2T00077997001	-3.014671073	0.001223624
GSBRNA2T00068126001	-3.014688796	0.015967733
GSBRNA2T00095179001	-3.017035573	0.000142719
GSBRNA2T00099509001	-3.019662128	0.033093216
GSBRNA2T00154455001	-3.01969456	0.040786061
GSBRNA2T00141425001	-3.021696487	0.000217793
GSBRNA2T00115340001	-3.026636412	0.02550342
GSBRNA2T00073928001	-3.028805549	6.19E-05
GSBRNA2T00030678001	-3.029758127	1.31E-08
GSBRNA2T00032943001	-3.030355496	1.12E-05
GSBRNA2T00147504001	-3.035289457	4.67E-10
GSBRNA2T00148696001	-3.039186168	0.002864316
GSBRNA2T00003734001	-3.042095865	0.051868301
GSBRNA2T00112679001	-3.045069948	4.06E-06
GSBRNA2T00052028001	-3.047752513	0.016268904
GSBRNA2T00066689001	-3.049356324	0.013220475
GSBRNA2T00031866001	-3.049535359	4.84E-05
GSBRNA2T00134984001	-3.052265755	0.004460611
GSBRNA2T00075317001	-3.054861616	3.89E-05
GSBRNA2T00077027001	-3.05498737	5.64E-06
GSBRNA2T00092764001	-3.057880062	2.57E-05
GSBRNA2T00017161001	-3.058662831	0.053360711
GSBRNA2T00014117001	-3.059552983	0.00253166
GSBRNA2T00042460001	-3.060315556	0.004291441
GSBRNA2T00103289001	-3.060958221	0.016059115
GSBRNA2T00123069001	-3.061618807	0.000669351
GSBRNA2T00006132001	-3.063994403	6.61E-08
GSBRNA2T00132767001	-3.06748344	0.001995753
GSBRNA2T00133977001	-3.067947021	0.001010698
GSBRNA2T00091804001	-3.06907308	0.005710707
GSBRNA2T00126879001	-3.071127238	4.55E-06
GSBRNA2T00035425001	-3.071648367	0.005608103
GSBRNA2T00089655001	-3.073602585	2.64E-07
GSBRNA2T00018785001	-3.074658917	1.21E-05
GSBRNA2T00045329001	-3.075831147	0.000108897
GSBRNA2T00047142001	-3.076620151	0.000363553
GSBRNA2T00046952001	-3.076726123	0.000200703
GSBRNA2T00011262001	-3.078050306	0.030820041
GSBRNA2T00017950001	-3.078681396	0.049643282
GSBRNA2T00088444001	-3.079979816	8.94E-05
GSBRNA2T00095325001	-3.082879561	7.91E-05
GSBRNA2T00094600001	-3.084990998	0.016081943
GSBRNA2T00127487001	-3.085653001	2.77E-13
GSBRNA2T00004951001	-3.085824164	0.048524637
GSBRNA2T00126657001	-3.085919865	0.01717362
GSBRNA2T00025426001	-3.087596606	0.015680263
GSBRNA2T00072297001	-3.089834758	1.83E-05
GSBRNA2T00075307001	-3.090872082	0.014538789
GSBRNA2T00036377001	-3.092612085	0.014235424
GSBRNA2T00094186001	-3.097543652	5.89E-06
GSBRNA2T00127127001	-3.101153255	0.000322993
GSBRNA2T00149977001	-3.101406722	7.02E-06
GSBRNA2T00047693001	-3.102822458	0.032377995
GSBRNA2T00114439001	-3.103306218	3.14E-06
GSBRNA2T00033852001	-3.104375387	0.049196155
GSBRNA2T00078930001	-3.105681857	0.04222412
GSBRNA2T00072400001	-3.105961815	3.93E-05
GSBRNA2T00072000001	-3.107039311	0.050593336
GSBRNA2T00122804001	-3.107110746	0.000148403
GSBRNA2T00129620001	-3.107250907	0.000680595
GSBRNA2T00116711001	-3.10856349	2.35E-09
GSBRNA2T00022315001	-3.109494602	0.000896976
GSBRNA2T00141336001	-3.109907213	0.000506393
GSBRNA2T00109662001	-3.116706667	0.047818257
GSBRNA2T00148790001	-3.121355031	0.042487424
GSBRNA2T00060356001	-3.123278459	2.18E-05
GSBRNA2T00075223001	-3.123833766	0.014614446
GSBRNA2T00059815001	-3.126309968	1.34E-05
GSBRNA2T00146213001	-3.128550974	0.00044031
GSBRNA2T00066814001	-3.131105139	0.000136048
GSBRNA2T00102956001	-3.134001835	0.007478443
GSBRNA2T00042628001	-3.134156824	1.01E-06
GSBRNA2T00041689001	-3.136450293	0.000374697
GSBRNA2T00067280001	-3.140311377	3.88E-05
GSBRNA2T00043344001	-3.145715863	1.64E-05
GSBRNA2T00078625001	-3.14654281	0.009292486
GSBRNA2T00105320001	-3.148817587	1.23E-05
GSBRNA2T00021074001	-3.15004275	0.000218853
GSBRNA2T00047856001	-3.150438323	6.78E-13
GSBRNA2T00141746001	-3.15150975	9.27E-14
GSBRNA2T00056917001	-3.152502342	0.000213212
GSBRNA2T00049366001	-3.154338486	0.007920113
GSBRNA2T00005668001	-3.154938798	0.000262029
GSBRNA2T00005447001	-3.155299505	0.017884169
GSBRNA2T00070185001	-3.157852444	0.00016094
GSBRNA2T00058593001	-3.160815513	0.013029109
GSBRNA2T00078209001	-3.160963884	1.63E-07
GSBRNA2T00043192001	-3.167356388	3.77E-05
GSBRNA2T00088668001	-3.169416149	0.000195272
GSBRNA2T00150775001	-3.17100668	0.025243335
GSBRNA2T00027031001	-3.172146144	1.01E-07
GSBRNA2T00021607001	-3.174087131	0.011868697
GSBRNA2T00010501001	-3.174818632	0.001263553
GSBRNA2T00133353001	-3.175109993	0.00173579
GSBRNA2T00139448001	-3.178452373	0.000358656
GSBRNA2T00094352001	-3.178989749	0.015028798
GSBRNA2T00111224001	-3.179070747	0.015767889
GSBRNA2T00116903001	-3.182326189	0.002525653
GSBRNA2T00020997001	-3.18240054	0.002474892
GSBRNA2T00060872001	-3.186165934	0.000382414
GSBRNA2T00102892001	-3.188872935	0.000346078
GSBRNA2T00046666001	-3.190558145	0.000414857
GSBRNA2T00088488001	-3.192367075	0.000401262
GSBRNA2T00078313001	-3.192726749	0.004530046
GSBRNA2T00016978001	-3.194128823	0.008204392
GSBRNA2T00102423001	-3.195129472	0.011108132
GSBRNA2T00064893001	-3.19590973	3.66E-09
GSBRNA2T00073666001	-3.196298876	0.000804982
GSBRNA2T00071720001	-3.197642876	1.20E-05
GSBRNA2T00087900001	-3.203155081	0.000578473
GSBRNA2T00124702001	-3.206321309	0.012923086
GSBRNA2T00099784001	-3.206368173	0.032033032
GSBRNA2T00089863001	-3.207989447	0.003418982
GSBRNA2T00129946001	-3.210234955	0.001585371
GSBRNA2T00063846001	-3.211505474	0.005327207
GSBRNA2T00148616001	-3.213967855	0.018638936
GSBRNA2T00154754001	-3.213988918	0.047509142
GSBRNA2T00126174001	-3.214209292	0.019344399
GSBRNA2T00099573001	-3.215744438	0.004935759
GSBRNA2T00085281001	-3.216368887	5.89E-06
GSBRNA2T00157560001	-3.21655337	0.027157421
GSBRNA2T00127041001	-3.216954749	0.020393114
GSBRNA2T00137350001	-3.217174835	7.39E-05
GSBRNA2T00068979001	-3.217699667	0.00569174
GSBRNA2T00058754001	-3.219075879	1.10E-08
GSBRNA2T00007094001	-3.219957819	0.000236669
GSBRNA2T00025294001	-3.220625445	0.025861361
GSBRNA2T00050963001	-3.22692859	1.42E-07
GSBRNA2T00108591001	-3.228326282	2.58E-05
GSBRNA2T00003125001	-3.2360417	0.00560591
GSBRNA2T00042294001	-3.238269193	2.11E-07
GSBRNA2T00114886001	-3.239207022	0.00013531
GSBRNA2T00002720001	-3.239712067	2.66E-12
